Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Map,Tournament,Date,Team1,Team2,Result1,Result2,MatchID
nafany,12 (3),1 (0),18,45.5%,-6,53.4,-7,0.62,Gambit,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
interz,4 (1),3 (0),16,40.9%,-12,39.0,1,0.45,Gambit,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
stavn,23 (14),3 (1),9,81.8%,14,105.8,-1,1.65,Heroic,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
cadiaN,20 (2),3 (0),12,77.3%,8,106.5,4,1.63,Heroic,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
refrezh,18 (4),2 (0),12,72.7%,6,82.7,-1,1.22,Heroic,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
TeSeS,10 (5),5 (1),10,81.8%,0,54.0,-2,1.01,Heroic,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
sjuush,12 (8),1 (1),14,63.6%,-2,54.2,-2,0.87,Heroic,117962,Mirage,ESL Pro League Season 13,11th of April 2021,Gambit,Heroic,2,3,2347028
Aerial,35 (13),1 (0),15,88.0%,20,121.3,0,1.81,HAVU,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
ZOREE,22 (7),4 (2),13,84.0%,9,96.5,5,1.49,HAVU,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
xseveN,20 (8),9 (2),12,84.0%,8,96.3,0,1.45,HAVU,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
sLowi,16 (12),2 (2),14,80.0%,2,62.4,1,1.06,HAVU,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
jemi,9 (6),6 (0),15,68.0%,-6,53.4,-1,0.83,HAVU,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
hallzerk,18 (8),3 (0),18,68.0%,0,82.0,3,1.12,Dignitas,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
f0rest,19 (11),5 (1),21,56.0%,-2,74.9,1,0.95,Dignitas,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
HEAP,15 (5),3 (0),22,56.0%,-7,68.6,-1,0.81,Dignitas,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
Lekr0,7 (4),5 (2),20,48.0%,-13,43.0,-3,0.46,Dignitas,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
friberg,9 (3),4 (0),22,40.0%,-13,54.8,-5,0.44,Dignitas,117941,Nuke,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
sLowi,26 (16),9 (4),12,80.8%,14,106.2,1,1.71,HAVU,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
ZOREE,22 (7),0 (0),12,69.2%,10,79.8,-1,1.25,HAVU,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
jemi,16 (7),6 (0),13,80.8%,3,75.2,3,1.25,HAVU,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
Aerial,16 (8),4 (1),14,84.6%,2,66.3,1,1.17,HAVU,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
xseveN,16 (8),6 (2),16,76.9%,0,71.0,1,1.07,HAVU,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
f0rest,16 (10),1 (1),16,61.5%,0,57.4,-1,0.91,Dignitas,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
friberg,13 (8),5 (1),19,57.7%,-6,59.3,-3,0.84,Dignitas,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
hallzerk,16 (6),2 (0),20,57.7%,-4,70.3,0,0.83,Dignitas,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
Lekr0,11 (7),2 (1),21,50.0%,-10,53.9,1,0.62,Dignitas,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
HEAP,11 (8),1 (0),21,50.0%,-10,50.9,-3,0.59,Dignitas,117948,Dust2,Funspark ULTI 2021 Europe Regional Series 1,11th of April 2021,HAVU,Dignitas,2,0,2347855
refrezh,23 (12),3 (0),15,77.8%,8,89.9,3,1.47,Heroic,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
stavn,22 (11),1 (0),15,77.8%,7,93.8,1,1.34,Heroic,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
cadiaN,16 (5),7 (4),15,74.1%,1,62.0,0,1.07,Heroic,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
TeSeS,16 (7),1 (0),15,81.5%,1,46.2,-1,1.04,Heroic,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
sjuush,13 (6),3 (1),17,63.0%,-4,67.6,-6,0.74,Heroic,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
yuurih,25 (12),4 (3),15,81.5%,10,93.1,0,1.46,FURIA,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
KSCERATO,15 (9),5 (0),17,63.0%,-2,76.9,0,1.03,FURIA,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
arT,17 (3),3 (2),20,74.1%,-3,60.2,3,0.99,FURIA,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
VINI,11 (7),3 (0),18,77.8%,-7,46.8,2,0.8,FURIA,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
junior,7 (2),4 (1),20,51.9%,-13,30.1,-2,0.6,FURIA,117918,Mirage,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
sjuush,24 (9),3 (1),14,76.9%,10,92.2,0,1.46,Heroic,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
stavn,23 (12),4 (1),13,76.9%,10,84.8,3,1.38,Heroic,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
TeSeS,17 (10),3 (0),15,80.8%,2,71.6,0,1.16,Heroic,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
cadiaN,15 (3),13 (7),15,69.2%,0,66.6,-1,1.03,Heroic,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
refrezh,17 (9),5 (2),20,61.5%,-3,61.7,-2,0.89,Heroic,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
KSCERATO,22 (12),5 (1),20,84.6%,2,89.2,2,1.28,FURIA,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
arT,17 (5),8 (1),20,73.1%,-3,90.9,1,1.2,FURIA,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
yuurih,14 (6),3 (1),15,76.9%,-1,61.2,-1,1.01,FURIA,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
junior,14 (5),4 (2),22,57.7%,-8,61.5,-2,0.66,FURIA,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
VINI,9 (2),2 (1),19,46.2%,-10,44.3,0,0.61,FURIA,117921,Dust2,ESL Pro League Season 13,10th of April 2021,Heroic,FURIA,2,0,2347026
Ax1Le,22 (11),4 (1),9,95.2%,13,109.3,4,1.87,Gambit,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
nafany,26 (9),1 (1),11,81.0%,15,93.3,2,1.65,Gambit,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
sh1ro,20 (4),5 (0),9,90.5%,11,98.4,1,1.62,Gambit,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
Hobbit,15 (5),7 (1),14,81.0%,1,95.1,0,1.27,Gambit,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
interz,14 (8),4 (0),10,95.2%,4,70.3,0,1.27,Gambit,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
nawwk,16 (9),2 (0),20,66.7%,-4,89.9,0,0.94,NIP,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
REZ,12 (5),4 (1),19,76.2%,-7,64.5,0,0.89,NIP,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
Plopski,11 (6),0 (0),20,47.6%,-9,68.1,0,0.7,NIP,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
ztr,11 (5),3 (2),20,61.9%,-9,60.7,0,0.66,NIP,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
hampus,3 (1),5 (1),19,52.4%,-16,38.5,-7,0.34,NIP,117910,Inferno,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
sh1ro,20 (3),10 (4),18,66.7%,2,80.6,0,1.16,Gambit,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
nafany,27 (16),6 (3),23,60.0%,4,90.6,-3,1.14,Gambit,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
Hobbit,18 (7),6 (1),19,63.3%,-1,71.4,0,1.04,Gambit,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
interz,17 (11),6 (1),22,76.7%,-5,66.5,0,0.93,Gambit,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
Ax1Le,20 (7),5 (2),22,66.7%,-2,62.8,-7,0.85,Gambit,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
ztr,25 (13),6 (2),19,73.3%,6,80.8,3,1.27,NIP,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
REZ,25 (13),4 (0),24,76.7%,1,99.5,1,1.27,NIP,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
nawwk,22 (6),10 (5),21,83.3%,1,73.6,4,1.17,NIP,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
Plopski,15 (4),5 (3),20,80.0%,-5,66.1,4,1.01,NIP,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
hampus,17 (9),8 (5),20,56.7%,-3,63.6,-2,0.81,NIP,117914,Dust2,ESL Pro League Season 13,10th of April 2021,Gambit,NIP,2,0,2347027
mou,42 (12),8 (4),21,80.6%,21,112.1,7,1.73,K23,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
fame,29 (10),4 (0),27,75.0%,2,84.1,6,1.21,K23,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
n0rb3r7,24 (15),9 (1),22,80.6%,2,73.7,-1,1.11,K23,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
neaLaN,17 (11),18 (10),25,75.0%,-8,58.3,-1,0.81,K23,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
AdreN,16 (10),3 (0),26,55.6%,-10,58.9,-3,0.68,K23,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
sLowi,31 (13),7 (3),25,75.0%,6,88.8,0,1.23,HAVU,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
xseveN,26 (12),9 (3),24,69.4%,2,82.1,-1,1.16,HAVU,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
Aerial,27 (9),6 (1),24,72.2%,3,83.4,2,1.15,HAVU,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
ZOREE,20 (8),11 (4),24,72.2%,-4,74.0,-3,0.98,HAVU,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
jemi,17 (10),6 (1),31,66.7%,-14,55.4,-6,0.66,HAVU,117907,Overpass,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
n0rb3r7,30 (17),6 (2),23,72.2%,7,91.7,1,1.31,K23,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
fame,27 (13),5 (2),27,80.6%,0,81.6,3,1.11,K23,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
AdreN,23 (13),6 (0),26,69.4%,-3,81.1,-3,0.98,K23,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
mou,23 (7),4 (2),27,58.3%,-4,67.2,3,0.93,K23,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
neaLaN,19 (11),3 (1),24,61.1%,-5,51.1,-2,0.79,K23,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
Aerial,33 (22),10 (3),22,72.2%,11,96.2,-1,1.37,HAVU,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
xseveN,30 (12),5 (2),25,75.0%,5,84.7,3,1.2,HAVU,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
sLowi,23 (12),8 (2),26,69.4%,-3,73.5,-1,1.0,HAVU,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
jemi,18 (6),5 (0),23,58.3%,-5,65.9,-1,0.95,HAVU,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
ZOREE,22 (8),5 (3),26,61.1%,-4,63.4,-2,0.89,HAVU,117912,Mirage,Funspark ULTI 2021 Europe Regional Series 1,10th of April 2021,K23,HAVU,0,2,2347836
yuurih,19 (11),8 (0),15,88.5%,4,96.4,-1,1.39,FURIA,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
KSCERATO,23 (12),8 (3),15,80.8%,8,82.6,2,1.35,FURIA,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
VINI,19 (9),2 (1),13,69.2%,6,79.2,2,1.26,FURIA,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
arT,19 (8),4 (0),20,73.1%,-1,79.1,-3,1.12,FURIA,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
junior,17 (7),5 (0),16,76.9%,1,72.0,0,1.09,FURIA,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
device,22 (10),7 (0),19,80.8%,3,90.5,0,1.24,Astralis,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
Magisk,18 (10),5 (2),19,69.2%,-1,79.0,3,1.04,Astralis,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
dupreeh,16 (7),3 (2),19,53.8%,-3,58.7,0,0.86,Astralis,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
Xyp9x,15 (7),7 (2),20,61.5%,-5,74.4,-1,0.79,Astralis,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
gla1ve,8 (3),8 (3),21,53.8%,-13,43.1,-2,0.49,Astralis,117894,Vertigo,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
arT,25 (8),4 (1),7,94.4%,18,131.4,7,2.19,FURIA,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
VINI,24 (10),4 (0),7,88.9%,17,128.0,1,2.02,FURIA,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
yuurih,12 (4),7 (0),9,94.4%,3,90.3,2,1.39,FURIA,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
junior,14 (4),3 (1),3,88.9%,11,56.2,0,1.38,FURIA,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
KSCERATO,10 (4),3 (1),9,83.3%,1,70.7,2,1.1,FURIA,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
Magisk,12 (9),2 (0),16,55.6%,-4,68.8,-1,0.83,Astralis,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
device,8 (6),1 (0),18,44.4%,-10,53.9,1,0.52,Astralis,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
gla1ve,5 (4),2 (1),16,44.4%,-11,47.9,-6,0.36,Astralis,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
dupreeh,5 (3),2 (0),18,38.9%,-13,32.3,-4,0.33,Astralis,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
Xyp9x,5 (1),4 (3),17,33.3%,-12,48.4,-2,0.3,Astralis,117896,Train,ESL Pro League Season 13,9th of April 2021,FURIA,Astralis,2,0,2347024
poizon,30 (8),9 (4),24,69.4%,6,89.7,-1,1.28,Complexity,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
k0nfig,32 (18),3 (1),27,72.2%,5,90.1,-2,1.26,Complexity,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
blameF,22 (14),4 (1),23,61.1%,-1,73.9,1,0.99,Complexity,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
RUSH,17 (13),4 (1),26,72.2%,-9,54.6,-4,0.79,Complexity,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
jks,19 (12),5 (3),25,61.1%,-6,58.6,-2,0.77,Complexity,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
hampus,30 (17),3 (0),26,63.9%,4,92.8,1,1.22,NIP,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
nawwk,25 (5),5 (1),19,75.0%,6,68.8,1,1.18,NIP,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
Plopski,27 (13),6 (0),26,66.7%,1,88.7,1,1.09,NIP,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
REZ,22 (9),6 (0),25,63.9%,-3,71.9,4,1.02,NIP,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
ztr,21 (13),3 (1),24,63.9%,-3,61.9,1,0.96,NIP,117881,Mirage,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
jks,21 (11),5 (1),20,76.7%,1,83.8,3,1.14,Complexity,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
blameF,24 (9),6 (4),22,76.7%,2,81.4,-2,1.03,Complexity,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
RUSH,20 (12),3 (1),19,76.7%,1,69.3,0,1.01,Complexity,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
poizon,17 (3),5 (2),21,66.7%,-4,67.6,-3,0.94,Complexity,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
k0nfig,20 (13),4 (1),25,73.3%,-5,65.8,0,0.86,Complexity,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
REZ,28 (15),7 (1),23,73.3%,5,91.2,2,1.32,NIP,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
hampus,22 (7),4 (1),20,70.0%,2,78.8,1,1.09,NIP,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
Plopski,20 (10),9 (0),21,70.0%,-1,90.6,-1,1.08,NIP,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
nawwk,22 (3),4 (0),19,80.0%,3,72.1,-1,1.07,NIP,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
ztr,14 (9),7 (2),19,80.0%,-5,53.6,1,0.99,NIP,117884,Overpass,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
jks,20 (13),2 (1),16,72.0%,4,82.1,-1,1.13,Complexity,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
RUSH,14 (8),4 (0),20,68.0%,-6,70.8,-2,0.87,Complexity,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
k0nfig,14 (10),3 (1),20,64.0%,-6,66.1,-3,0.8,Complexity,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
poizon,11 (3),4 (1),21,48.0%,-10,58.3,2,0.75,Complexity,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
blameF,11 (4),1 (1),18,52.0%,-7,47.8,-1,0.61,Complexity,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
Plopski,23 (14),9 (4),14,92.0%,9,91.8,4,1.52,NIP,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
nawwk,24 (4),6 (2),13,80.0%,11,79.2,5,1.41,NIP,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
hampus,20 (7),15 (7),15,96.0%,5,99.3,1,1.41,NIP,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
ztr,15 (8),6 (2),12,88.0%,3,61.4,-4,1.05,NIP,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
REZ,11 (4),4 (0),16,72.0%,-5,64.3,-1,0.82,NIP,117891,Inferno,ESL Pro League Season 13,9th of April 2021,Complexity,NIP,1,2,2347025
xseveN,21 (9),7 (3),19,64.0%,2,104.6,-2,1.2,HAVU,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
sLowi,16 (12),2 (1),21,56.0%,-5,70.0,0,0.8,HAVU,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
jemi,12 (5),5 (1),19,68.0%,-7,56.6,-3,0.79,HAVU,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
ZOREE,11 (4),3 (0),18,60.0%,-7,47.6,-3,0.7,HAVU,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Aerial,9 (4),3 (0),19,52.0%,-10,48.3,-1,0.61,HAVU,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
El1an,31 (8),3 (2),10,88.0%,21,112.4,7,2.01,ex-Winstrike,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Krad,21 (10),6 (2),17,80.0%,4,87.9,0,1.29,ex-Winstrike,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Lack1,16 (9),3 (3),13,84.0%,3,60.7,3,1.18,ex-Winstrike,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
NickelBack,16 (7),8 (3),15,76.0%,1,73.6,-2,1.1,ex-Winstrike,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Forester,12 (7),5 (0),14,80.0%,-2,69.2,1,1.09,ex-Winstrike,117879,Overpass,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Aerial,26 (11),2 (0),19,60.0%,7,90.6,1,1.23,HAVU,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
xseveN,21 (12),3 (0),21,73.3%,0,84.5,4,1.16,HAVU,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
sLowi,18 (12),6 (0),20,76.7%,-2,85.0,-4,1.05,HAVU,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
ZOREE,19 (3),2 (1),17,66.7%,2,63.5,4,0.99,HAVU,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
jemi,14 (7),5 (2),23,53.3%,-9,54.3,-1,0.62,HAVU,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
NickelBack,24 (8),2 (0),18,76.7%,6,93.3,-1,1.3,ex-Winstrike,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Lack1,25 (12),2 (0),20,63.3%,5,79.4,0,1.16,ex-Winstrike,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
Krad,18 (12),8 (1),22,73.3%,-4,73.0,0,0.98,ex-Winstrike,117883,Nuke,Funspark ULTI 2021 Europe Regional Series 1,9th of April 2021,HAVU,ex-Winstrike,2,1,2347738
